Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ47,OUT018,2031.8551499999999
FDU57,OUT049,2100.46584
FDY44,OUT013,2989.74161
DRH59,OUT018,1850.4246499999997
FDB03,OUT027,4405.63189
FDY46,OUT045,3096.0365800000004
FDM39,OUT045,2569.2223299999996
FDY36,OUT035,1761.2074500000003
NCM55,OUT035,2889.4388400000003
FDJ50,OUT010,216.68461000000002
DRL60,OUT013,2745.9589399999995
NCJ54,OUT049,3630.5075300000003
FDX59,OUT017,1288.4894500000003
FDI07,OUT013,2505.7383
DRF51,OUT010,353.93927999999994
FDM14,OUT017,1899.3609500000002
FDP21,OUT045,2999.6620300000004
FDE40,OUT035,1991.1081900000001
FDE05,OUT035,2133.02346
FDM13,OUT027,3930.61688
FDC34,OUT027,3816.9981099999995
NCI55,OUT018,1639.6656600000001
NCE43,OUT018,2216.5147800000004
FDW58,OUT018,1852.8881099999994
FDG60,OUT045,2933.11532
FDV31,OUT017,2977.39102
FDR47,OUT013,2398.0118599999996
FDM60,OUT019,270.01519
NCF06,OUT018,2386.62668
NCN26,OUT027,2969.2349700000004
FDQ59,OUT049,1680.2794600000002
FDF09,OUT046,1940.1412
NCS06,OUT017,3700.8825899999997
FDT44,OUT046,1737.00562
FDI19,OUT017,2194.60996
FDT22,OUT017,982.88725
NCF54,OUT027,4536.4283000000005
DRG25,OUT045,2380.30158
FDB59,OUT017,3170.60618
FDQ37,OUT017,2727.81589
FDP56,OUT035,1530.4078800000002
FDW44,OUT035,2607.9386
FDJ26,OUT010,373.91328000000004
FDU43,OUT018,2416.7874199999997
FDW33,OUT045,1612.83392
NCX53,OUT027,3988.3084500000004
FDN56,OUT010,261.09347
DRF15,OUT049,1842.0355700000005
FDO33,OUT017,2362.6245900000004
FDZ39,OUT010,384.19989
NCJ19,OUT017,1897.99606
FDU01,OUT035,2570.82025
FDT12,OUT035,2554.0088000000005
NCM18,OUT018,1240.1523700000002
FDP19,OUT017,2094.67338
NCR42,OUT049,1388.193
FDN10,OUT046,2214.4507999999996
FDG44,OUT017,1256.2980199999997
FDQ10,OUT046,2641.79453
DRH13,OUT049,1932.91727
FDT52,OUT013,2898.6934599999995
FDM56,OUT045,1846.7627499999999
NCO43,OUT010,283.59751
NCV29,OUT035,2784.6086299999997
NCF06,OUT013,3289.95083
FDO50,OUT035,1903.48891
FDT59,OUT013,2813.1381599999995
FDX40,OUT027,1873.9939700000002
FDE50,OUT017,2950.35954
FDX51,OUT017,2941.03834
NCD30,OUT018,1383.9318799999999
FDK15,OUT013,2266.5163599999996
FDL12,OUT045,1330.46814
FDK46,OUT017,3670.0560499999992
DRH49,OUT010,282.06617
FDQ57,OUT046,2485.3981100000005
FDY59,OUT017,1372.11393
FDO09,OUT018,2653.97867
NCG30,OUT035,2559.3019099999997
FDM09,OUT017,2682.74123
NCN17,OUT027,3007.3853099999997
NCS42,OUT013,2089.08066
FDD02,OUT019,371.1835
FDE34,OUT013,3311.65591
FDU38,OUT045,2945.2328800000005
FDB33,OUT046,2267.28203
NCJ29,OUT017,1698.4890900000003
FDZ27,OUT035,2264.61883
FDI40,OUT013,1832.6810800000003
FDG22,OUT013,2225.86927
FDT51,OUT017,1737.4051
FDF20,OUT018,2472.1153999999997
FDV50,OUT035,2304.0009
FDT02,OUT049,1339.09025
DRC49,OUT017,2172.1724999999997
FDF26,OUT049,2016.7747800000004
FDV52,OUT035,2158.45702
FDX59,OUT049,1498.0167099999996
FDV25,OUT035,2494.48628
FDW23,OUT027,2771.22605
FDE53,OUT018,1278.63561
FDA19,OUT017,2048.96621
FDH22,OUT046,2562.13156
NCO41,OUT013,1459.1007000000002
FDX12,OUT017,3396.5121200000003
FDF17,OUT013,2427.57338
FDS11,OUT045,2959.2479700000004
FDR51,OUT035,2627.01377
FDT49,OUT010,256.29971000000006
FDC56,OUT013,2023.96542
FDR13,OUT027,3299.40519
FDQ60,OUT035,1944.1692900000003
FDN38,OUT049,2190.98135
NCL29,OUT013,1610.73665
FDO13,OUT027,4919.662780000001
FDE26,OUT018,1823.2933
FDA31,OUT010,305.23600999999996
FDX14,OUT035,2264.61883
FDA34,OUT045,2834.7766600000004
FDF26,OUT013,1966.4070099999997
FDE38,OUT045,2491.1572800000004
DRI11,OUT046,2304.9663100000002
FDQ60,OUT027,3603.34289
FDL21,OUT027,2013.01301
DRC12,OUT027,3161.71775
FDC47,OUT046,2785.34101
FDE57,OUT045,1968.6374399999997
FDT14,OUT045,2274.3728
NCZ53,OUT046,2733.74151
FDE28,OUT018,1865.33857
FDR19,OUT035,1958.31754
NCF54,OUT019,381.1039200000001
FDZ08,OUT046,2363.15723
NCJ05,OUT018,2398.41134
FDF59,OUT046,2380.50132
NCO05,OUT035,2115.77924
FDW24,OUT018,1663.13511
NCX42,OUT018,2308.12886
NCA53,OUT035,1386.8613999999998
FDI45,OUT019,387.02954000000005
FDG46,OUT046,2082.78885
FDM20,OUT010,338.25969
FDW11,OUT010,206.53116
FDX08,OUT035,2684.4057300000004
NCK17,OUT035,1893.5019099999997
FDK32,OUT018,1989.01092
NCA42,OUT035,2623.85122
DRI01,OUT035,2096.6041999999998
NCL55,OUT049,3363.82134
DRE25,OUT018,2166.71294
FDD14,OUT017,2986.4791899999996
FDB10,OUT046,3087.3478900000005
DRN11,OUT035,2591.7263699999994
FDP38,OUT018,1700.61965
NCA30,OUT017,2981.3192399999994
FDT15,OUT017,2875.2573
NCP55,OUT018,1311.75916
FDF12,OUT035,1786.0085000000004
FDM21,OUT018,2433.09952
FDX56,OUT035,3127.9949800000004
FDF10,OUT017,2412.7593300000003
FDT32,OUT045,3579.37409
FDM51,OUT018,2181.62686
NCR50,OUT018,2096.9371
FDI19,OUT049,2653.81222
FDX21,OUT017,1734.9083500000002
FDR31,OUT035,2359.5619099999994
FDY02,OUT013,2575.7471699999996
NCA29,OUT045,2459.89797
NCX17,OUT046,2691.4965
FDM12,OUT045,3396.5121200000003
FDI53,OUT027,3289.0519999999997
NCU30,OUT049,2750.98573
FDC56,OUT027,3523.9795299999996
FDK27,OUT018,1767.63242
NCK18,OUT017,2936.5109
FDB52,OUT019,336.46202999999997
DRG25,OUT027,3162.1838099999995
FDZ13,OUT049,1306.86553
FDB57,OUT019,336.62847999999997
FDR40,OUT046,2115.31318
NCO14,OUT019,236.32571
NCN19,OUT045,2701.8163999999997
FDQ28,OUT019,337.66047000000003
FDO13,OUT018,1891.1716099999999
FDK48,OUT013,2003.5586500000002
FDU07,OUT018,2122.96988
FDW20,OUT046,2081.42396
FDV12,OUT010,220.44638000000003
FDH24,OUT013,2400.0758400000004
FDV59,OUT049,3220.90737
FDK57,OUT045,1786.47456
FDL16,OUT027,2480.33803
NCQ17,OUT046,2176.26717
FDJ15,OUT018,2010.0834900000002
FDX24,OUT049,2003.0592999999997
FDT47,OUT046,2655.17711
FDT10,OUT049,1767.39939
FDZ37,OUT018,2001.4613799999995
FDW43,OUT027,5262.549779999999
DRN36,OUT017,1877.7557399999998
FDJ14,OUT045,1619.99127
FDA32,OUT013,3413.9893700000002
FDJ38,OUT019,452.2446500000001
FDQ57,OUT017,2000.09649
NCQ41,OUT019,422.51668
FDG56,OUT049,1800.6560999999997
DRC13,OUT027,3188.31646
FDV55,OUT035,2426.00875
FDQ49,OUT045,2503.50787
FDE29,OUT010,239.58813
FDR03,OUT013,2487.5286699999997
FDD45,OUT049,1896.3315600000005
FDN38,OUT010,506.54064000000005
FDT56,OUT046,2084.9859899999997
FDT48,OUT045,2612.9320999999995
FDU03,OUT049,2348.30989
FDC56,OUT010,289.22352000000006
NCO43,OUT027,2632.0072700000005
FDQ27,OUT017,2164.9485699999996
FDR03,OUT046,2730.91186
DRH23,OUT010,228.00321000000002
FDG22,OUT045,1201.93545
NCJ42,OUT013,1742.0989900000004
FDR24,OUT046,1946.0335300000002
FDW60,OUT035,2242.81388
FDJ08,OUT013,3014.2430499999996
DRL59,OUT018,1761.2074500000003
FDG60,OUT010,328.33927
FDW27,OUT017,2290.7847699999998
FDX14,OUT018,1378.3058700000001
FDC20,OUT013,1446.61695
NCS29,OUT018,2518.4217900000003
FDJ56,OUT046,1974.0969999999998
FDB20,OUT019,360.66386
FDL28,OUT027,3709.5379899999994
FDW01,OUT018,1581.37487
FDL03,OUT046,2595.0553699999996
FDX22,OUT049,3073.69899
FDJ21,OUT035,2582.3385900000003
FDR31,OUT045,2311.12496
FDG21,OUT035,2985.81339
FDS22,OUT027,1865.4051499999998
FDK08,OUT035,1911.54509
FDE17,OUT018,1463.89446
NCN30,OUT017,2023.2330399999998
FDT50,OUT046,2267.58164
NCX42,OUT049,2784.9748200000004
FDJ12,OUT035,2612.1331400000004
NCA18,OUT027,2857.51373
FDP23,OUT019,474.74869
FDX12,OUT013,3040.40899
FDN40,OUT018,1721.6922199999997
FDV48,OUT035,1745.7608900000002
NCY54,OUT013,2603.41116
FDL16,OUT010,221.34521
FDR45,OUT018,2450.70993
FDJ52,OUT046,2203.7647100000004
DRG01,OUT017,1609.60479
FDP52,OUT013,3016.1405799999998
FDU58,OUT017,2780.6138299999993
FDL02,OUT045,2365.9202999999998
FDG28,OUT013,2898.6934599999995
FDA19,OUT035,2126.93139
FDW46,OUT027,1714.435
NCD43,OUT049,1969.9690400000004
DRG39,OUT013,1522.78447
NCF55,OUT049,1517.3582000000001
FDJ07,OUT046,1763.5377500000002
FDE08,OUT046,2265.25134
FDP56,OUT019,360.66386
FDT45,OUT045,1143.27847
FDF17,OUT018,2152.66456
FDX44,OUT046,1832.5479200000002
FDM28,OUT027,4487.85819
FDI36,OUT049,3033.28493
FDS07,OUT045,1744.1296799999996
FDD36,OUT045,1608.3730600000001
FDW11,OUT046,1782.0136999999995
FDN40,OUT049,2554.24183
NCQ18,OUT049,2442.2542700000004
NCQ54,OUT017,2904.65237
NCS42,OUT045,1644.45942
DRH39,OUT010,347.1148299999999
FDC09,OUT027,2814.10357
FDT08,OUT010,303.37177
FDC08,OUT035,3058.05269
FDT20,OUT017,794.23282
FDS35,OUT035,2084.0538699999993
FDX58,OUT018,2331.9645000000005
FDW58,OUT046,2226.80139
DRD27,OUT046,1691.9642500000002
FDH32,OUT019,360.66386
FDS26,OUT035,2543.55574
FDQ31,OUT046,2318.1491499999997
FDP11,OUT018,3308.39349
FDD58,OUT017,1620.72365
FDM33,OUT045,3744.126300000001
FDZ16,OUT049,2331.59831
NCS29,OUT010,636.33835
NCM18,OUT019,236.22584
FDP11,OUT049,2553.44287
NCC42,OUT017,2467.5546700000004
DRM23,OUT046,2500.6782200000002
NCN55,OUT027,4029.45489
FDK46,OUT013,3463.02554
FDR01,OUT046,2423.71174
NCA05,OUT045,2419.1843
NCP43,OUT017,2334.72757
FDR12,OUT010,304.60350000000005
FDQ01,OUT013,1969.5362699999998
FDM13,OUT046,2302.7691700000005
FDQ19,OUT017,3536.3301199999996
FDK56,OUT019,377.47531
NCX06,OUT010,358.13381999999996
FDO56,OUT027,3035.48207
FDU45,OUT045,1871.4306399999998
FDI16,OUT019,282.73197000000005
FDL32,OUT046,2084.98599
FDA07,OUT046,2634.7370499999997
FDA14,OUT045,2375.0417599999996
FDV46,OUT027,3482.83309
NCO07,OUT035,2864.8708199999996
NCP41,OUT046,1671.6240599999996
FDY60,OUT018,2003.0925899999997
FDN38,OUT017,3105.89042
FDO15,OUT046,2061.8827300000003
FDT60,OUT013,2107.29029
FDA55,OUT035,3020.56815
FDE02,OUT010,221.07889000000006
DRJ39,OUT049,2112.41695
FDV34,OUT035,1672.1899899999996
FDS20,OUT027,4455.333860000001
FDF02,OUT027,3342.8819300000005
FDW40,OUT017,2320.2131299999996
NCB43,OUT046,2596.12065
FDR58,OUT017,1578.84483
DRJ59,OUT035,1904.3877399999997
NCD30,OUT017,2023.3994899999998
FDE14,OUT017,1841.1034499999998
FDC28,OUT018,1487.89655
FDU16,OUT018,1307.1318500000002
NCD19,OUT035,1878.1885100000004
FDU21,OUT046,1364.2241999999999
FDV59,OUT027,5094.901339999999
FDU03,OUT045,2559.16875
FDC33,OUT010,311.12834000000004
NCR42,OUT035,1871.69696
DRH59,OUT035,2143.7761299999993
NCM31,OUT035,1990.2426499999997
FDS50,OUT035,2576.9456099999998
FDP39,OUT046,1282.06448
FDQ55,OUT013,1996.53446
FDV36,OUT019,307.66618
FDI05,OUT027,2688.1675000000005
FDS45,OUT027,2586.49984
FDA39,OUT045,1529.3758899999998
FDC37,OUT010,231.96472000000003
FDJ60,OUT027,4106.587820000001
DRQ35,OUT046,2296.8435500000005
NCJ06,OUT046,1749.9221400000001
NCY42,OUT018,2137.5508999999997
DRM37,OUT049,2421.7809199999997
FDR14,OUT045,1268.0161
FDE51,OUT049,2328.36918
FDT33,OUT017,2612.0998499999996
FDR08,OUT013,1749.68911
FDE36,OUT010,332.03446
FDL22,OUT019,374.04644
FDR44,OUT013,2481.56976
FDI56,OUT019,365.65736000000004
FDE47,OUT010,326.20871
FDV27,OUT010,398.71433
FDV10,OUT049,1566.4276599999996
FDC40,OUT045,1661.8367999999998
NCX41,OUT013,2284.32651
NCQ38,OUT027,2555.73988
FDV12,OUT027,3603.34289
FDE52,OUT017,1468.3886100000002
FDG20,OUT027,4392.981689999999
FDV16,OUT027,2688.1675000000005
FDI32,OUT017,1655.6781499999997
FDJ32,OUT049,1644.79232
FDN39,OUT018,2283.2279399999998
FDY34,OUT017,2694.65905
FDC14,OUT035,2259.65862
FDA55,OUT017,3398.20991
FDZ50,OUT010,414.32734
DRG13,OUT049,2338.0565699999997
FDP01,OUT013,2575.78046
NCG54,OUT017,3023.63083
FDM13,OUT045,2331.2654099999995
NCO18,OUT027,4470.21449
NCW41,OUT013,2070.90432
FDM52,OUT027,4051.5594499999997
NCF55,OUT035,1803.5190400000004
FDT09,OUT046,1912.2108900000003
NCM19,OUT035,1869.3666600000001
FDW12,OUT018,2208.1589899999994
FDP15,OUT019,543.9918899999999
FDK36,OUT045,1209.19267
FDZ25,OUT035,2662.7006499999998
NCW06,OUT049,3424.04295
FDW60,OUT046,2406.3010700000004
DRC49,OUT013,2745.9589399999995
NCT17,OUT035,3071.8347500000004
NCN06,OUT018,2187.11971
FDC45,OUT013,2378.7036599999997
DRJ47,OUT019,374.47920999999997
NCF06,OUT045,3611.53223
FDE21,OUT010,295.04927
DRG27,OUT013,1620.7569399999998
FDW40,OUT049,2331.59831
NCO53,OUT046,2475.3778199999997
FDE23,OUT049,1606.4422399999999
FDQ16,OUT046,1965.0421199999996
FDS26,OUT045,3647.9514899999995
FDZ13,OUT010,195.7452
FDS14,OUT049,1825.39057
FDC10,OUT045,1989.84317
FDY16,OUT049,2561.16615
FDJ20,OUT035,2232.96004
FDV43,OUT035,1625.35096
FDZ32,OUT027,2932.6159700000003
FDR23,OUT046,2746.12539
FDN24,OUT035,1839.3723700000003
FDE34,OUT027,4671.71886
FDU31,OUT013,2878.02037
FDW33,OUT018,1751.58664
FDU26,OUT046,2261.09009
FDE20,OUT027,4620.35239
NCW05,OUT035,2087.44945
FDB22,OUT018,1899.39424
FDO56,OUT046,2359.76165
FDA19,OUT027,3921.7284499999996
DRI39,OUT045,1299.6748899999998
FDH52,OUT018,1230.4982699999998
FDZ50,OUT035,2265.95043
NCN42,OUT035,2719.69313
FDB53,OUT013,2045.0047
DRG11,OUT017,2363.1905199999997
DRK11,OUT027,3627.31169
FDQ60,OUT017,2178.09812
FDT36,OUT017,1218.7468999999999
DRG25,OUT018,2254.4986699999995
DRJ23,OUT046,2320.77906
FDG05,OUT035,2886.77564
NCK06,OUT018,2009.7838800000002
FDU52,OUT017,2067.1425499999996
FDW07,OUT018,1595.38996
NCM17,OUT045,1208.52687
FDA22,OUT045,2834.7766600000004
NCA41,OUT018,2475.41111
FDF38,OUT035,2259.65862
FDH52,OUT046,1718.16348
FDY58,OUT019,477.0789900000001
FDZ16,OUT045,2603.2114199999996
NCM18,OUT017,1106.5596
FDA22,OUT018,1832.3814699999998
NCJ43,OUT035,2679.21249
FDI34,OUT027,4659.2351100000005
FDG56,OUT046,2370.4477400000005
FDS34,OUT046,1875.09254
DRC01,OUT035,1271.0122
FDQ04,OUT035,1783.2787199999998
FDK04,OUT035,1783.2787200000002
FDT51,OUT049,2144.30877
FDV26,OUT017,3370.479340000001
FDS04,OUT049,2161.02035
FDW43,OUT018,2416.7874199999997
FDQ28,OUT010,302.73926
NCK06,OUT017,2033.0535900000002
FDS23,OUT018,2173.3376500000004
FDZ36,OUT019,401.94346
FDE56,OUT018,1470.5857500000002
FDW10,OUT027,3858.34429
NCN14,OUT045,2520.25274
NCQ18,OUT045,1859.71256
FDW08,OUT017,1493.3561099999997
FDU43,OUT035,3082.753870000001
FDR33,OUT010,334.69766
FDM24,OUT010,368.38714
NCZ05,OUT046,1851.9892800000002
NCV41,OUT035,2294.8461500000003
FDV11,OUT018,2311.29141
NCY05,OUT035,1674.1541000000002
FDV44,OUT018,1833.48004
FDW32,OUT049,2073.4676500000005
NCU18,OUT027,3581.8708400000005
NCC43,OUT035,2916.5701900000004
FDW19,OUT013,1978.4247000000003
FDN31,OUT035,2635.50272
FDI48,OUT045,1393.78572
FDS24,OUT017,1889.3739500000004
FDF46,OUT049,2910.71115
DRG23,OUT017,2914.63937
FDG14,OUT018,2001.4613799999995
NCY30,OUT049,3474.44401
FDO28,OUT018,1675.8186
DRD24,OUT035,2025.62992
FDI33,OUT049,2329.80065
FDN32,OUT046,2354.1689300000003
FDR16,OUT045,3732.00874
FDF26,OUT046,2232.79359
NCN29,OUT018,1287.25772
FDE20,OUT045,2361.4927299999995
FDA46,OUT046,2795.62762
FDU28,OUT045,2697.88818
FDQ48,OUT045,1627.44823
FDV36,OUT013,2327.23732
FDR14,OUT018,1365.85541
FDP23,OUT017,2601.2140200000003
FDP56,OUT013,1530.64091
FDK48,OUT010,226.50516
FDR48,OUT046,1775.65531
NCY29,OUT049,1537.06588
FDM22,OUT018,1474.4141000000002
DRJ01,OUT013,2684.8385000000003
FDZ43,OUT045,4029.1219899999996
FDV03,OUT035,2388.9236899999996
FDX11,OUT027,4009.9136600000006
NCA41,OUT027,4406.131240000001
FDE38,OUT017,2500.37861
FDI27,OUT018,1761.9398299999998
FDN32,OUT013,2963.34264
NCN43,OUT017,2106.75765
FDB47,OUT027,5390.05048
FDV03,OUT017,1987.67932
NCN30,OUT045,2192.11321
NCV54,OUT010,294.91611
FDV07,OUT013,1985.0494100000003
FDP07,OUT049,3025.2620400000005
FDK48,OUT018,1663.13511
FDM15,OUT019,412.99574
FDY19,OUT027,3696.25528
FDK46,OUT046,3089.7447700000007
FDY11,OUT045,1445.0190300000002
FDH09,OUT046,961.4817800000003
FDO08,OUT027,4372.075569999999
FDU14,OUT013,2848.05937
FDD22,OUT027,3322.7414799999997
FDM27,OUT017,2068.0746700000004
FDL02,OUT027,3283.8254699999998
NCA17,OUT035,2514.29383
FDE38,OUT019,415.02643
NCG07,OUT049,3358.6280999999994
DRC27,OUT013,3203.4967
FDA27,OUT035,3011.7463
FDW40,OUT045,2077.36258
DRI11,OUT013,2397.7122499999996
FDN50,OUT046,2055.4577600000002
FDR12,OUT046,2689.19949
FDT34,OUT027,3572.9158300000004
FDW11,OUT035,2179.92907
NCO30,OUT027,4474.37574
FDZ34,OUT017,2896.76264
FDU45,OUT017,1892.4033399999996
NCD42,OUT035,1769.79627
FDX25,OUT045,2378.80353
NCR29,OUT046,1650.6513599999998
FDX43,OUT019,386.53019
FDB04,OUT010,312.02717
FDR49,OUT027,3342.8819300000005
FDS39,OUT018,1984.28374
FDW58,OUT045,1878.6212799999998
FDG22,OUT019,231.69840000000005
FDG31,OUT017,1432.0359299999998
NCV53,OUT027,4506.667039999999
DRJ37,OUT035,2096.6042
FDV07,OUT035,2027.5940299999997
FDW52,OUT018,1685.4394099999997
FDT15,OUT045,2671.55579
FDD02,OUT018,1500.84636
FDM16,OUT035,1780.5156499999998
NCE55,OUT046,2457.43451
FDB57,OUT018,2178.86379
FDQ04,OUT013,1291.6187100000002
FDQ47,OUT019,221.44508000000002
FDY14,OUT019,363.69325
DRK37,OUT017,2475.3445300000003
FDO25,OUT017,2780.7137000000002
FDL57,OUT046,3012.1790700000006
NCK29,OUT018,1537.89813
FDK46,OUT027,5393.07987
NCB43,OUT010,365.99026
DRE01,OUT027,3159.2875799999997
FDC46,OUT018,2327.03758
FDQ23,OUT045,1747.725
FDX38,OUT049,2289.38659
FDG60,OUT018,1780.71539
FDW55,OUT017,3802.3172199999995
FDP39,OUT013,1735.97363
FDB20,OUT018,1558.8375400000002
FDV21,OUT017,1920.66655
FDZ02,OUT013,2376.43994
FDP19,OUT027,3453.4047299999997
FDA38,OUT035,2682.5081999999993
FDH22,OUT045,2187.4859
DRM11,OUT045,3284.49127
FDO12,OUT027,2889.8383200000003
FDT14,OUT049,2350.7400600000005
FDW34,OUT010,366.68935
FDG04,OUT027,4498.67744
FDW59,OUT018,1742.09899
FDR33,OUT018,1732.44489
FDP32,OUT013,2155.29447
FDL13,OUT027,5288.28295
FDD22,OUT013,2633.07255
FDV40,OUT027,2518.15547
NCD55,OUT046,1171.7414199999998
FDQ20,OUT010,290.78815
FDD28,OUT045,1007.1889499999997
FDC39,OUT045,2765.10069
NCR17,OUT049,2126.9313899999997
DRO35,OUT018,2047.86764
FDF40,OUT049,2433.8319
FDR31,OUT018,1658.04174
NCQ41,OUT017,3131.95649
FDP38,OUT046,1386.26218
NCU54,OUT027,5609.63132
FDG22,OUT018,1643.79362
DRK59,OUT013,2798.39069
FDC37,OUT046,1704.8141899999998
NCO42,OUT013,1900.3263599999998
NCT42,OUT017,2288.38789
FDX27,OUT035,2228.89866
FDV40,OUT018,1172.4738000000002
FDT45,OUT027,1796.4615600000002
FDS47,OUT019,306.43444999999997
FDR45,OUT035,3784.80668
FDB03,OUT045,3775.2191599999996
FDO49,OUT035,1469.2874399999998
FDU60,OUT027,4106.587820000001
FDB26,OUT018,2001.46138
FDB46,OUT017,3644.42275
FDQ37,OUT019,490.3284099999999
FDN03,OUT017,3281.46188
NCX30,OUT045,3149.3671600000002
FDK32,OUT019,336.62847999999997
DRM47,OUT013,2944.30076
NCO02,OUT046,1482.7033099999996
FDP04,OUT013,1546.35379
NCO43,OUT049,1992.2400499999997
FDD59,OUT013,1526.3797899999997
FDQ10,OUT017,3017.80508
FDW45,OUT035,3126.46364
NCK30,OUT049,3553.2414399999993
FDU31,OUT018,2083.8208399999994
NCQ17,OUT019,422.51668
FDN01,OUT017,2208.72492
FDZ19,OUT049,2646.7214500000005
DRG37,OUT017,2879.9178999999995
FDE32,OUT045,1217.71491
FDO34,OUT049,2322.47685
FDM04,OUT019,280.10206
FDZ25,OUT049,2008.9516299999996
FDU08,OUT049,1882.1167299999997
NCW30,OUT045,3611.53223
NCM18,OUT013,1443.28795
FDS22,OUT035,1709.9741400000003
NCH18,OUT017,3796.5913400000004
FDC23,OUT013,2448.67924
FDY46,OUT013,3195.04104
NCU06,OUT046,2900.0250600000004
FDX57,OUT045,1839.1060499999999
FDX36,OUT027,4009.9136600000006
FDL16,OUT045,1192.5143799999998
FDT16,OUT010,441.65842999999995
FDN16,OUT018,1181.96145
FDC03,OUT046,2993.70312
DRF60,OUT013,3744.3926199999996
FDS27,OUT027,4285.521570000001
FDP33,OUT010,431.73801000000003
FDJ36,OUT018,1412.8276
NCR42,OUT013,1607.50752
FDV14,OUT017,1748.5905400000004
NCP42,OUT035,2667.29467
FDB50,OUT027,3342.8819300000005
NCC30,OUT027,4470.21449
FDA23,OUT018,1663.1351099999997
FDW16,OUT017,1619.85811
FDQ52,OUT010,354.70495000000005
FDB58,OUT049,2218.9116599999998
NCP29,OUT049,2131.85831
NCM05,OUT045,3350.33889
FDO25,OUT013,3715.2305800000004
NCM54,OUT046,1960.2150700000002
NCL54,OUT046,2352.6375899999994
FDL39,OUT010,406.67064
FDF53,OUT018,1570.2893
NCQ42,OUT035,2419.0178499999997
FDF58,OUT013,1938.70973
FDZ04,OUT035,1702.58376
FDE26,OUT019,358.50001
FDS60,OUT017,2458.0004400000003
FDV58,OUT017,2799.7222899999997
FDM04,OUT045,1276.77137
FDE08,OUT035,2406.03475
NCB43,OUT049,3255.3292300000003
FDU11,OUT010,318.08594999999997
FDF22,OUT019,412.62954999999994
FDE24,OUT013,1893.4020400000002
DRJ49,OUT046,2022.9001400000002
NCQ53,OUT035,3132.88861
NCL41,OUT013,1249.1406700000002
FDR22,OUT013,2580.94041
FDH04,OUT035,2126.76494
DRH15,OUT045,1228.63403
FDY40,OUT049,2133.9555800000003
NCI17,OUT035,1997.6663200000003
NCC18,OUT013,2308.4950500000004
FDY28,OUT027,3585.6326100000006
FDB45,OUT027,3367.21692
NCL30,OUT018,1734.6420299999997
FDM10,OUT017,3437.79172
FDH22,OUT027,3941.1698100000003
NCZ53,OUT017,2887.97408
NCI18,OUT013,2941.73743
FDH14,OUT027,3712.068030000001
FDR36,OUT027,3603.342889999999
FDW01,OUT045,2632.53991
FDK02,OUT027,3342.8819300000005
FDJ02,OUT018,2131.72515
FDU55,OUT013,3456.533990000001
NCV18,OUT027,2666.96177
FDH14,OUT018,2022.2676299999998
FDZ37,OUT045,1889.0743400000003
FDX49,OUT049,2018.73889
NCD43,OUT046,1578.1457400000002
FDZ07,OUT013,1630.44433
FDK43,OUT035,1872.9286899999995
FDR32,OUT018,1981.25435
FDT39,OUT013,2384.03006
NCV54,OUT017,2120.40655
FDF38,OUT018,2001.46138
FDV60,OUT046,2462.66104
FDH44,OUT027,3663.79753
FDS21,OUT046,1676.6175600000001
NCL41,OUT045,894.7686199999998
FDM46,OUT017,1780.2826199999995
FDU27,OUT045,1444.1867800000002
NCJ54,OUT017,3644.2562999999996
DRG51,OUT018,2263.0542
NCA29,OUT019,332.43394
FDR47,OUT045,2632.6730700000003
NCL19,OUT027,2816.23413
DRG01,OUT049,1809.6776899999998
FDG10,OUT046,2008.2192499999996
NCV05,OUT049,2406.2012
NCH18,OUT019,392.95516000000003
FDV14,OUT018,1753.4841700000002
DRJ23,OUT035,2710.1721900000002
DRJ11,OUT046,2763.50277
FDZ03,OUT017,4023.9620399999994
FDI27,OUT010,303.70466999999996
FDJ14,OUT018,2001.46138
FDU32,OUT017,1768.9307299999996
FDD47,OUT027,4403.501330000001
DRF36,OUT035,2159.4557200000004
FDM21,OUT046,2573.08397
FDV10,OUT018,1670.92497
FDH60,OUT018,2455.6701399999993
FDX47,OUT010,428.84178
FDT19,OUT019,391.02434
FDO11,OUT045,2959.24797
FDH24,OUT027,2952.8230000000003
FDL02,OUT018,2022.2676299999998
FDB02,OUT049,2009.8837500000002
FDA43,OUT046,3042.47297
FDG52,OUT045,766.53554
DRC12,OUT013,2844.13115
FDY37,OUT018,2131.7251499999993
NCU18,OUT045,2747.92305
FDU09,OUT035,1783.0456900000001
DRJ25,OUT027,2135.0208599999996
DRE12,OUT018,2079.42656
DRL47,OUT017,2317.35019
DRK01,OUT046,1819.9975899999997
FDC22,OUT019,324.04486
FDG44,OUT013,1598.6856699999998
FDW04,OUT035,2222.57356
FDK09,OUT049,3136.38406
NCN43,OUT035,2101.56441
FDG04,OUT049,3092.44126
FDH32,OUT010,310.56241
DRI47,OUT017,2704.61276
DRE15,OUT013,1629.0461500000001
FDY11,OUT035,1745.7608900000002
FDO60,OUT049,1910.5131000000001
FDQ20,OUT018,1454.50668
FDO57,OUT027,4349.038890000001
FDT14,OUT019,322.2472000000001
FDA57,OUT049,2285.4916600000006
DRN35,OUT017,1770.9614199999996
FDJ03,OUT046,1971.4670899999996
FDX28,OUT017,1405.70354
DRE25,OUT045,1736.2399500000004
FDR09,OUT046,2692.86139
FDB23,OUT035,4221.0721300000005
FDO08,OUT045,2286.19075
FDQ23,OUT049,1861.64338
